Deal_Id,ProviderDeal_ID,Full_Title,Short_Title,Full_Desc,Short_Desc,all_details,Outlets,PostalCodes,DealSite_URL,DealImage_URL,HighlightImage_URL,Start_Date,End_Date,Merchant_ID,ProviderMerchant_ID,Merchant_Name,Merchant_Image_URL,MerchantWebsite_URL,Card_Type,Terms_and_Conditions,CardImages_URL,isFeatured,homeFeatured,isOnlineMerchant,category,subCategory,keywords,bookmark
219_1,219,SUNWAY HOTEL GEORGETOWN,SUNWAY HOTEL GEORGETOWN,PENANG ISLAND MALAYSIA Executive Package Club Deluxe Room at RM220++ Above package is inclusive of: One buffet breakfast for one person Complimentary laundry and pressing up to 5 pieces per day Complimentary Wifi access and unlimited usage of in-room high speed internet facility,PENANG ISLAND MALAYSIA Executive Package Club Deluxe Room at RM220++ Above package is inclusive of: One buffet breakfast for one person Complimentary laundry and pressing up to 5 pieces per day Complimentary Wifi access and unlimited usage of in-room high speed internet facility,0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/90x90-Georgetown.jpg,0,0,2015-01-01 T23:59:59,MayBank_1,219_MayBank_1,SUNWAY HOTEL GEORGETOWN,0,0,All,"Terms and Conditions   Booking period is valid from 1 January to 31 December 2015, unless otherwise stated  Please quote "" EXECUTIVE 2015 "" for enquiries and booking  Prior reservation is required. Offers are subject to availability at time of reservation and must be guaranteed with Maybank Credit or Debit Card  Hotel cancellation policy applies  All package rates quoted are in Ringgit Malaysia (RM) and are subject to 10% Service Charge and prevailing Goods and Services Tax (GST).  Surcharges may apply during peak and/or school holidays period, unless otherwise stated. Black-out dates apply   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Shopping,Not available,0,0
219_1,219,SUNWAY HOTEL HANOI,SUNWAY HOTEL HANOI,"HANOI, VIETNAM Executive Package Premium Room at US$125 nett Above package is inclusive of: One buffet breakfast for one person Complimentary laundry and pressing of up to 5 pieces per day Complimentary Wifi access and unlimited usage of in-room high-speed internet facility","HANOI, VIETNAM Executive Package Premium Room at US$125 nett Above package is inclusive of: One buffet breakfast for one person Complimentary laundry and pressing of up to 5 pieces per day Complimentary Wifi access and unlimited usage of in-room high-speed internet facility",0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/90x90-Hanoi.jpg,0,0,2015-01-01 T23:59:59,MayBank_1,219_MayBank_1,SUNWAY HOTEL HANOI,0,0,All,"Terms and Conditions   Booking period is valid from 1 January to 31 December 2015, unless otherwise stated  Please quote "" EXECUTIVE 2015 "" for enquiries and booking  Prior reservation is required. Offers are subject to availability at time of reservation and must be guaranteed with Maybank Credit or Debit Card  Hotel cancellation policy applies  All package rates quoted are in US Dollar (US$) and are inclusive of service charge and prevailing tax, unless otherwise stated. Surcharges may apply during peak and/or school holidays period, unless otherwise stated. Black-out dates apply   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Shopping,Not available,0,0
219_1,219,SUNWAY HOTEL SEBERANG JAYA,SUNWAY HOTEL SEBERANG JAYA,"PENANG, MALAYSIA Executive Package Premier Room at RM221++ Above package is inclusive of: One buffet breakfast for one person Complimentary laundry and pressing up to 5 pieces per day Complimentary Wifi access and unlimited usage of in-room high speed internet facility","PENANG, MALAYSIA Executive Package Premier Room at RM221++ Above package is inclusive of: One buffet breakfast for one person Complimentary laundry and pressing up to 5 pieces per day Complimentary Wifi access and unlimited usage of in-room high speed internet facility",0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/90x90-Seberang-Jaya.jpg,0,0,2015-01-01 T23:59:59,MayBank_1,219_MayBank_1,SUNWAY HOTEL SEBERANG JAYA,0,0,All,"Terms and Conditions   Booking period is valid from 1 January to 31 December 2015, unless otherwise stated  Please quote "" EXECUTIVE 2015 "" for enquiries and booking  Prior reservation is required. Offers are subject to availability at time of reservation and must be guaranteed with Maybank Credit or Debit Card  Hotel cancellation policy applies  All package rates quoted are in Ringgit Malaysia (RM) and are subject to 10% Service Charge and prevailing Goods and Services Tax (GST). Surcharges may apply during peak and/or school holidays period, unless otherwise stated. Black-out dates apply   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Shopping,Not available,0,0
219_1,219,SUNWAY HOTEL PHNOM PENH,SUNWAY HOTEL PHNOM PENH,"PHNOM PENH, CAMBODIA Executive Package Deluxe Room at US$105 nett Above package is inclusive of: One buffet breakfast for one person Complimentary laundry and pressing up to 5 pieces per day Complimentary Wifi access and unlimited usage of in-room high speed internet facility","PHNOM PENH, CAMBODIA Executive Package Deluxe Room at US$105 nett Above package is inclusive of: One buffet breakfast for one person Complimentary laundry and pressing up to 5 pieces per day Complimentary Wifi access and unlimited usage of in-room high speed internet facility",0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/90x90-Phnom-Penh.jpg,0,0,2015-01-01 T23:59:59,MayBank_1,219_MayBank_1,SUNWAY HOTEL PHNOM PENH,0,0,All,"Terms and Conditions   Booking period is valid from 1 January to 31 December 2015, unless otherwise stated  Please quote "" EXECUTIVE 2015 "" for enquiries and booking  Prior reservation is required. Offers are subject to availability at time of reservation and must be guaranteed with Maybank Credit or Debit Card  Hotel cancellation policy applies  All package rates quoted are in US Dollar (US$) and are inclusive of service charge and prevailing tax, unless otherwise stated. Surcharges may apply during peak and/or school holidays period, unless otherwise stated. Black-out dates apply   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Shopping,Not available,0,0
219_1,219,SUNWAY PUTRA HOTEL,SUNWAY PUTRA HOTEL,"KUALA LUMPUR, MALAYSIA Executive Package Deluxe Studio Room at RM380++ Above package is inclusive of: One buffet breakfast for one person Complimentary laundry and pressing up to 5 pieces per day Complimentary Wifi access and unlimited usage of in-room high speed internet facility","KUALA LUMPUR, MALAYSIA Executive Package Deluxe Studio Room at RM380++ Above package is inclusive of: One buffet breakfast for one person Complimentary laundry and pressing up to 5 pieces per day Complimentary Wifi access and unlimited usage of in-room high speed internet facility",0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/90x90-Putra.jpg,0,0,2015-01-01 T23:59:59,MayBank_1,219_MayBank_1,SUNWAY PUTRA HOTEL,0,0,All,"Terms and Conditions   Booking period is valid from 1 January to 31 December 2015, unless otherwise stated  Please quote "" EXECUTIVE 2015 "" for enquiries and booking  Prior reservation is required. Offers are subject to availability at time of reservation and must be guaranteed with Maybank Credit or Debit Card  Hotel cancellation policy applies  All package rates quoted are in Ringgit Malaysia (RM) and are subject to 10% Service Charge and prevailing Goods and Services Tax (GST). Surcharges may apply during peak and/or school holidays period, unless otherwise stated. Black-out dates apply   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Shopping,Not available,0,0
219_1,219,SUNWAY RESORT HOTEL & SPA,SUNWAY RESORT HOTEL & SPA,"KUALA LUMPUR, MALAYSIA Executive Package Superior Room at RM340++ Premier Room at RM440++ Above packages are inclusive of: One buffet breakfast for one person Complimentary laundry and pressing up to 5 pieces per day Complimentary Wifi access and unlimited usage of in-room high speed internet facility","KUALA LUMPUR, MALAYSIA Executive Package Superior Room at RM340++ Premier Room at RM440++ Above packages are inclusive of: One buffet breakfast for one person Complimentary laundry and pressing up to 5 pieces per day Complimentary Wifi access and unlimited usage of in-room high speed internet facility",0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/90x90-Sunway-Resort-Hotel-and-Spa.jpg,0,0,2015-01-01 T23:59:59,MayBank_1,219_MayBank_1,SUNWAY RESORT HOTEL & SPA,0,0,All,"Terms and Conditions   Booking period is valid from 1 January to 31 December 2015, unless otherwise stated  Please quote "" EXECUTIVE 2015 "" for enquiries and booking  Prior reservation is required. Offers are subject to availability at time of reservation and must be guaranteed with Maybank Credit or Debit Card  Hotel cancellation policy applies  All package rates quoted are in Ringgit Malaysia (RM) and are subject to 10% Service Charge and prevailing Goods and Services Tax (GST). Surcharges may apply during peak and/or school holidays period, unless otherwise stated. Black-out dates apply.   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Shopping,Not available,0,0
219_1,219,NEO YACHT,NEO YACHT,1-for-1 Yacht Chartering Session for PassionONE,1-for-1 Yacht Chartering Session for PassionONE,0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/travel/NeoYacht.jpg,0,0,2015-05-01 T23:59:59,MayBank_1,219_MayBank_1,NEO YACHT,0,0,All,"Terms and Conditions   *Second chartering session to be utilised within 3 months from the first chartering session  Charges will be based on regular charter rate (whichever of the higher value), excluding charges for food and beverages  A top-up would be required, should the second chartering session be of higher value than the first chartering session  Not applicable on eves of and on Public Holidays  A copy of the Maybank Credit Card has to be presented upon confirmation for verification purposes   25 % off^ on Yacht Charter Rates for PassionONE  ^Charges will be based on regular charter rates, excluding charges for food and beverages  Not applicable eves of and on Public Holidays  A copy of the credit card has to be presented upon confirmation for verification purposes   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Shopping,Not available,0,0
219_1,219,SG YACHT,SG YACHT,65% off on public charter rates,65% off on public charter rates,0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/travel/sgyacht.jpg,0,0,2014-09-01 T23:59:59,MayBank_1,219_MayBank_1,SG YACHT,0,0,All,Terms and Conditions   Valid from 1 September 2014 to 31 December 2015   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Shopping,Not available,0,0
219_1,219,STAMFORD DISCOVERY CRUISE CENTER,STAMFORD DISCOVERY CRUISE CENTER,"Complimentary upgrade for bookings of Inside Classic Cabin, Oceanview Classic Cabin and Balcony Classic Cabin to Premium Cabins","Complimentary upgrade for bookings of Inside Classic Cabin, Oceanview Classic Cabin and Balcony Classic Cabin to Premium Cabins",0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/gss2015/stamford2.jpg,0,0,Not available,MayBank_1,219_MayBank_1,STAMFORD DISCOVERY CRUISE CENTER,0,0,All,Not available,0,0,0,0,Shopping,Not available,0,0
219_1,219,BEN & JERRY’S,BEN & JERRY’S,1-for-1 Milkshakes/Smoothies,1-for-1 Milkshakes/Smoothies,0,"Addr: 313@Somerset #01-25/25A,; Postal: Not available; Coord: Not available",[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/BEN-and-JERRYS.jpg,0,0,2015-08-01 T23:59:59,MayBank_1,219_MayBank_1,BEN & JERRY’S,0,0,All,Terms and Conditions   Valid from 1 August to 31 August 2015   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,CHA THAI RESTAURANT,CHA THAI RESTAURANT,S$5 off with minimum S$50 spend Additional S$15 return voucher with every S$100 spend,S$5 off with minimum S$50 spend Additional S$15 return voucher with every S$100 spend,0,"Addr: 80/82 Telok Ayer Street; Postal: 048467; Coord: 1.2825963, 103.8486711",[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/CHA-THAI-RESTAURANT.jpg,0,0,2015-08-01 T23:59:59,MayBank_1,219_MayBank_1,CHA THAI RESTAURANT,0,0,All,Terms and Conditions   Valid from 1 August to 31 December 2015  Valid for spend in single receipt only   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,EN JAPANESE DINING BAR,EN JAPANESE DINING BAR,1-for-1 Charcoal Grilled Yakitori,1-for-1 Charcoal Grilled Yakitori,0,"Addr: 383 Bukit Timah Road #01-01,; Postal: 259727; Coord: 1.3197123, 103.8273097",[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/EN-JAPANESE-DINING-BAR.jpg,0,0,2015-08-01 T23:59:59,MayBank_1,219_MayBank_1,EN JAPANESE DINING BAR,0,0,All,Terms and Conditions   Valid from 1 August to 30 September 2015   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,GION DINING,GION DINING,50% off à la carte Menu 30% off Set Menus 15% off Beverages,50% off à la carte Menu 30% off Set Menus 15% off Beverages,0,"Addr: 25 Scotts Road #02-01; Postal: 228220; Coord: 1.3071373, 103.8325097",[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/GION-DINING.jpg,0,0,2015-08-01 T23:59:59,MayBank_1,219_MayBank_1,GION DINING,0,0,All,Terms and Conditions   Valid from 1 August to 30 September 2015   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,GRAND PARK ORCHARD,GRAND PARK ORCHARD,1-for-1 Assorted Gourmet Platter,1-for-1 Assorted Gourmet Platter,0,Addr: Grand park orchard; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/BAR-CANARY.jpg,0,0,2015-08-01 T23:59:59,MayBank_1,219_MayBank_1,GRAND PARK ORCHARD,0,0,All,Terms and Conditions   Valid from 1 August to 30 September 2015  Please quote “Maybank SG50” during reservation Maximum of 1 redemption per Card   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,HEI SUSHI,HEI SUSHI,1-for-1 Katsu Curry Ramen,1-for-1 Katsu Curry Ramen,0,"Addr: Bedok Point #03-38/39,; Postal: 467351; Coord: 1.3245739, 103.9322989",[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/HEI-SUSHI.jpg,0,0,2015-08-01 T23:59:59,MayBank_1,219_MayBank_1,HEI SUSHI,0,0,All,"Terms and Conditions   Valid from 1 August to 31 October 2015 for dine-in only  Not valid with any other card rebates, discounts or promotions unless stated otherwise   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Travel,Not available,0,0
219_1,219,HOLIDAY INN SINGAPORE ORCHARD CITY CENTRE,HOLIDAY INN SINGAPORE ORCHARD CITY CENTRE,1-for-1 High Tea Set,1-for-1 High Tea Set,0,Addr: Holiday inn singapore orchard city centre; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/lobby-lounge.jpg,0,0,2015-07-01 T23:59:59,MayBank_1,219_MayBank_1,HOLIDAY INN SINGAPORE ORCHARD CITY CENTRE,0,0,All,Terms and Conditions   Valid from 1 July to 31 August 2015   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,HOLIDAY INN SINGAPORE ORCHARD CITY CENTRE,HOLIDAY INN SINGAPORE ORCHARD CITY CENTRE,1-for-1 Sunday Brunch Buffet,1-for-1 Sunday Brunch Buffet,0,Addr: Holiday inn singapore orchard city centre; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/TANDOOR-RESTAURANT.jpg,0,0,2015-12-31 T23:59:59,MayBank_1,219_MayBank_1,HOLIDAY INN SINGAPORE ORCHARD CITY CENTRE,0,0,All,Terms and Conditions   Valid till 31 December 2015   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,HOLIDAY INN SINGAPORE ORCHARD CITY CENTRE,HOLIDAY INN SINGAPORE ORCHARD CITY CENTRE,1-for-1 Lunch/High Tea Buffet,1-for-1 Lunch/High Tea Buffet,0,Addr: Holiday inn singapore orchard city centre; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/window-on-the-park.jpg,0,0,2015-07-01 T23:59:59,MayBank_1,219_MayBank_1,HOLIDAY INN SINGAPORE ORCHARD CITY CENTRE,0,0,All,Terms and Conditions   Valid from 1 July to 31 August 2015   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,HONG DAE KOREAN RESTAURANT,HONG DAE KOREAN RESTAURANT,1-for-1 Pork Belly (U.P. S$35) with minimum spend of S$50,1-for-1 Pork Belly (U.P. S$35) with minimum spend of S$50,0,"Addr: 9 Tan Quee Lan Street #01-04; Postal: 188098; Coord: 1.2981813, 103.8568767",[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/HONG-DAE-KOREAN-RESTAURANT.jpg,0,0,2015-08-01 T23:59:59,MayBank_1,219_MayBank_1,HONG DAE KOREAN RESTAURANT,0,0,All,Terms and Conditions   Valid from 1 August to 30 September 2015   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,IZAKAYA TAMAKO,IZAKAYA TAMAKO,1-for-1 Sapporo Beer,1-for-1 Sapporo Beer,0,"Addr: Concorde Hotel #02-37; Postal: 556083; Coord: 1.3503558, 103.8727895",[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/IZAKAYA-TAMAKO.jpg,0,0,2015-08-01 T23:59:59,MayBank_1,219_MayBank_1,IZAKAYA TAMAKO,0,0,All,Terms and Conditions   Valid from 1 August to 31 October 2015   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,MANDARIN ORCHARD SINGAPORE SHISEN HANTEN,MANDARIN ORCHARD SINGAPORE SHISEN HANTEN,20% off à la carte menu,20% off à la carte menu,0,Addr: Mandarin orchard singapore shisen hanten; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/SHISEN-HANTEN.jpg,0,0,2015-08-01 T23:59:59,MayBank_1,219_MayBank_1,MANDARIN ORCHARD SINGAPORE SHISEN HANTEN,0,0,All,Terms and Conditions   Valid from 1 August to 31 October 2015   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,MOOKATA,MOOKATA,1-for-1 Premium Wagyu/Kurobuta with every Set order,1-for-1 Premium Wagyu/Kurobuta with every Set order,0,"Addr: Bugis Junction #02-35; Postal: 098585; Coord: 1.264075, 103.8233576",[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/MOOKATA.jpg,0,0,2015-08-31 T23:59:59,MayBank_1,219_MayBank_1,MOOKATA,0,0,All,"Terms and Conditions   Valid from 1 to 31 August 2015 with any order of ‘Set for 2’, ‘Set for 4’ or ‘Meat Lovers’ Platter’  Limited to 1 redemption per Set ordered  While stocks last   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Travel,Not available,0,0
219_1,219,PARK HOTEL CLARK QUAY COCOBOLO POOLSIDE BAR + GRILL,PARK HOTEL CLARK QUAY COCOBOLO POOLSIDE BAR + GRILL,1-for-1 Barbeque Dinner Buffet 1-for-1 Sharing Platters,1-for-1 Barbeque Dinner Buffet 1-for-1 Sharing Platters,0,Addr: Park hotel clark quay cocobolo poolside bar + grill; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/COCOBOLO-POOLSIDE-BAR-GRILL.jpg,0,0,2015-08-01 T23:59:59,MayBank_1,219_MayBank_1,PARK HOTEL CLARK QUAY COCOBOLO POOLSIDE BAR + GRILL,0,0,All,Terms and Conditions   Valid from 1 August to 30 September 2015 for dine-in only  Valid on Fridays and Saturdays  Quote “Maybank SG50” during reservation  Complimentary Platter will be of equal or lower value than the item ordered  Valid for a maximum of 8 diners per Maybank Card   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,RESERVATION AT VICKI’S,RESERVATION AT VICKI’S,1-for-1 Canadian Lobster,1-for-1 Canadian Lobster,0,"Addr: 315 Tanjong Katong Road; Postal: 437098; Coord: 1.305959, 103.8960029",[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/RESERVATION-AT-VICKIS.jpg,0,0,2015-08-01 T23:59:59,MayBank_1,219_MayBank_1,RESERVATION AT VICKI’S,0,0,All,Terms and Conditions   Valid from 1 August to 31 October 2015  Complimentary Lobster will be of equal or lower value   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,RUNNING MAN KOREAN RESTAURANT,RUNNING MAN KOREAN RESTAURANT,1-for-1 Steamed Egg/Spicy Rice Cake/Steamed or Fried Dumpling 1-for-1 Hot Korean-styled homemade Citron Tea/Soft Drinks,1-for-1 Steamed Egg/Spicy Rice Cake/Steamed or Fried Dumpling 1-for-1 Hot Korean-styled homemade Citron Tea/Soft Drinks,0,"Addr: One Raffles Place #03-21/22; Postal: 048616; Coord: 1.2844948, 103.8511573",[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/RUNNING-MAN-KOREAN-RESTAURANT.jpg,0,0,2015-08-01 T23:59:59,MayBank_1,219_MayBank_1,RUNNING MAN KOREAN RESTAURANT,0,0,All,Terms and Conditions   Valid from 1 August to 30 September 2015  Complimentary item will be of equal or lower value  Maximum of 1 redemption per table per bill   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,SEASONS BISTRO,SEASONS BISTRO,Complimentary S$10 voucher with every S$80 spend,Complimentary S$10 voucher with every S$80 spend,0,"Addr: 111 Somerset Road #01-11/12,; Postal: 238164; Coord: 1.3005142, 103.8376372",[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/90x90-SEASONS-BISTRO.jpg,0,0,2015-03-01 T23:59:59,MayBank_1,219_MayBank_1,SEASONS BISTRO,0,0,All,Terms and Conditions   Valid from 1 March to 31 August 2015   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,SHINKEI JAPANESE RESTAURANT,SHINKEI JAPANESE RESTAURANT,1-for-1 à la carte Buffet Lunch (Mondays - Fridays) 1 dines free with every 3 paying adults for à la carte Dinner Buffet,1-for-1 à la carte Buffet Lunch (Mondays - Fridays) 1 dines free with every 3 paying adults for à la carte Dinner Buffet,0,"Addr: 600@ Toa Payoh, Lor 4 Toa Payoh #01-06/07; Postal: 319515; Coord: 1.3341347, 103.8512471",[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/SHINKEI-JAPANESE-RESTAURANT.jpg,0,0,2015-08-31 T23:59:59,MayBank_1,219_MayBank_1,SHINKEI JAPANESE RESTAURANT,0,0,All,Terms and Conditions   Valid from 1 to 31 August 2015  Complimentary item will be of equal or lower value than the item ordered   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Travel,Not available,0,0
219_1,219,TODAI SINGAPORE,TODAI SINGAPORE,1-for-1 Dinner Buffet* (Mondays - Thursdays) S$10 Return Voucher^ with every S$100 spend Complimentary Gift Certificate # with every purchase of 2 Gift Certificates,1-for-1 Dinner Buffet* (Mondays - Thursdays) S$10 Return Voucher^ with every S$100 spend Complimentary Gift Certificate # with every purchase of 2 Gift Certificates,0,Addr: The Shoppes @ Marina Bay Sands #B2-01; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/dining/TODAI-SINGAPORE.jpg,0,0,2015-08-27 T23:59:59,MayBank_1,219_MayBank_1,TODAI SINGAPORE,0,0,All,"Terms and Conditions   *Valid from 17 to 20 and 24 to 27 August 2015, prior reservation is required  ^Valid from 1 to 31 August 2015 for dine-in only  ^Not valid in conjunction with any 1-for-1 promotions   # Valid from 1 to 31 August 2015 for S$50 or S$100 Gift Certificate purchase   # Gift Certificates purchased must be of equal value and complimentary Gift Certificate will be of equivalent value   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Travel,Not available,0,0
219_1,219,FLIGHT 001,FLIGHT 001,15% off on regular-priced items,15% off on regular-priced items,0,Addr: Not available; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/retail/Flight001.jpg,0,0,2015-05-01 T23:59:59,MayBank_1,219_MayBank_1,FLIGHT 001,0,0,All,"Terms and Conditions   Valid for online store only  Not valid with other promotion codes, discounts, privileges and/or offers   Maybank TREATS General Terms and Conditions apply (PDF)",0,0,0,0,Shopping,Not available,0,0
219_1,219,Goal @ 313,Goal @ 313,15% off on total bill,15% off on total bill,0,Addr: 313 @ Somerset #04-15/16/17; Postal: Not available; Coord: Not available,[],http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://info.maybank2u.com.sg/images/personal/cards/treats2015/retail/goal-313.jpg,0,0,2015-05-01 T23:59:59,MayBank_1,219_MayBank_1,Goal @ 313,0,0,All,Terms and Conditions   Not valid for nett-priced items   Maybank TREATS General Terms and Conditions apply (PDF),0,0,0,0,Shopping,Not available,0,0
