Deal_Id,ProviderDeal_ID,Full_Title,Short_Title,Full_Desc,Short_Desc,all_details,Outlets,PostalCodes,DealSite_URL,DealImage_URL,HighlightImage_URL,Start_Date,End_Date,Merchant_ID,ProviderMerchant_ID,Merchant_Name,Merchant_Image_URL,MerchantWebsite_URL,Card_Type,Terms_and_Conditions,CardImages_URL,isFeatured,homeFeatured,isOnlineMerchant,category,subCategory,keywords,bookmark
212_124991,212,DKNY,DKNY,Complimentary DKNY Pouch and fragrance miniature with purchase...,Complimentary DKNY Pouch and fragrance miniature with purchase...,0,"Addr: Metro Paragon #02-28, 290 Orchard Rd; Postal: 238859; Coords: 1.304510, 103.836182|Addr: Robinsons Jem® #01-07/13, 50 Jurong Gateway Road; Postal: 608549; Coords: 1.333066, 103.743660|Addr: Robinsons Orchard (The Heeren), 260 Orchard Road; Postal: 238855; Coords: 1.302962, 103.837189|Addr: Robinsons Raffles City, 252 North Bridge Rd; Postal: 179103; Coords: 1.293906, 103.853348|Addr: Takashimaya D.S., 391 Orchard Road; Postal: 238873; Coords: 1.302707, 103.834290|Addr: TANGS Orchard, 310 Orchard Road; Postal: 238864; Coords: 1.305029, 103.833084|Addr: TANGS VivoCity #01-187, 1 Harbourfront Walk; Postal: 098585; Coords: 1.264867, 103.822357",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_124991.jpg,0,0,2015-07-31 T23:59:59,CITI_124991,212_CITI_124991,DKNY,0,0,All,Limited to one gift per customer.,0,0,0,0,Shopping,Not available,0,0
212_124803,212,Dockers®,Dockers®,"Any 2 regularpriced pants for SGD149.90","Any 2 regularpriced pants for SGD149.90",0,"Addr: 313@Somerset, #02-37 313 Orchard Road; Postal: 238895; Coords: 1.301259, 103.838562|Addr: Bugis+, #02-01, 201 Victoria Street; Postal: 188067; Coords: 1.300433, 103.855812|Addr: CityLink Mall, B1-24, 1 Raffles Link; Postal: 039393; Coords: 1.292005, 103.855896|Addr: JEM #02-11, 50 Jurong Gateway Road; Postal: 608549; Coords: 1.333066, 103.743660|Addr: Plaza Singapura, #03-45, 68 Orchard Road; Postal: 238839; Coords: 1.300614, 103.845108|Addr: Raffles City, #01-14, 252 North Bridge Road Raffles City Shopping Centre #01-36D; Postal: 179103; Coords: 1.284974, 103.831070|Addr: Suntec City, #01-333/334, 5 Temasek Boulevard Suntec Tower Five; Postal: 038985; Coords: 1.294946, 103.859703|Addr: Isetan Tampines, 4 Tampines Central 5 Tampines Mall #01/02-21/16; Postal: 529510; Coords: 1.312195, 103.879868|Addr: Metro Paragon, 290 Orchard Road The Paragon #02-28; Postal: 238859; Coords: 1.285764, 103.830368|Addr: Takashimaya Dept Store, 391 Orchard Road Ngee Ann City; Postal: 238872; Coords: 1.302450, 103.834671|Addr: BHG Bugis Junction, 230 Victoria Street, #03-01 Bugis Junction; Postal: 188034; Coords: 1.300453, 103.855278",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_124803.jpg,0,0,2015-07-31 T23:59:59,CITI_124803,212_CITI_124803,Dockers®,0,0,All,Available at:All Dockers,0,0,0,0,Shopping,Not available,0,0
212_125031,212,Dunhill,Dunhill,Complimentary shower gel (200ml) and 2piece vials with every...,Complimentary shower gel (200ml) and 2piece vials with every...,0,"Addr: Isetan Scotts, 350 Orchard Road; Postal: 238868; Coords: 1.305490, 103.831573|Addr: Robinsons Jem® #01-07/13, 50 Jurong Gateway Road; Postal: 608549; Coords: 1.333066, 103.743660|Addr: Robinsons Raffles City, 252 North Bridge Rd; Postal: 179103; Coords: 1.293906, 103.853348|Addr: Takashimaya D.S. #01-10, 391 Orchard Road; Postal: 238873; Coords: 1.302707, 103.834290",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_125031.jpg,0,0,2015-07-31 T23:59:59,CITI_125031,212_CITI_125031,Dunhill,0,0,All,General terms and conditions apply,0,0,0,0,Shopping,Not available,0,0
212_123587,212,Eat at Taipei,Eat at Taipei,10% off total bill with a min. spend of SGD80,10% off total bill with a min. spend of SGD80,0,"Addr: 133 New Bridge Road, #01-43/44 Chinatown Point; Postal: 059413; Coords: 1.285202, 103.844940|Addr: 2 Jurong East Central 1, #03-03/18 JCube; Postal: 609731; Coords: 1.333520, 103.740280|Addr: 1 Stadium Place, #01-35 Kallang Wave; Postal: 397628; Coords: 1.280094, 103.850952",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_123587.jpg,0,0,2015-12-31 T23:59:59,CITI_123587,212_CITI_123587,Eat at Taipei,0,0,All,"Not valid on eve of and on public holidays and special occasions (Valentine's Day, Mother's Day and Father's Day).",0,0,0,0,Dining,Not available,0,0
212_120893,212,"Edge, Pan Pacific Singapore","Edge, Pan Pacific Singapore"," Lunch: 10% off total bill (Mondays to Saturdays)"," Lunch: 10% off total bill (Mondays to Saturdays)",0,"Addr: 7 Raffles Boulevard; Postal: 039595; Coords: 1.291820, 103.858620",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120893.jpg,0,0,2015-12-29 T23:59:59,CITI_120893,212_CITI_120893,"Edge, Pan Pacific Singapore",0,0,All,General terms and conditions apply.,0,0,0,0,Dining,Not available,0,0
212_125027,212,Elie Saab,Elie Saab,Complimentary additional 30ml bath line with every SGD150 spent...,Complimentary additional 30ml bath line with every SGD150 spent...,0,"Addr: TANGS Orchard, 310 Orchard Road; Postal: 238864; Coords: 1.305029, 103.833084|Addr: TANGS VivoCity #01-187, 1 Harbourfront Walk; Postal: 098585; Coords: 1.264867, 103.822357",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_125027.jpg,0,0,2015-07-31 T23:59:59,CITI_125027,212_CITI_125027,Elie Saab,0,0,All,General terms and conditions apply,0,0,0,0,Shopping,Not available,0,0
212_125049,212,EpiCentre,EpiCentre,SGD100 off SteelSeries Siberia Elite in white (U.P. SGD299),SGD100 off SteelSeries Siberia Elite in white (U.P. SGD299),0,"Addr: 313@Somerset #01-19/20, 313 Orchard Road; Postal: 238895; Coords: 1.301259, 103.838562|Addr: Bugis Junction #01-56/57, 200 Victoria Street; Postal: 238895; Coords: 1.299369, 103.854919|Addr: ION Orchard #B3-14, 2 Orchard Turn; Postal: 238801; Coords: 1.303895, 103.831940|Addr: Jem #01-43, 50 Jurong Gateway Road; Postal: 608549; Coords: 1.333066, 103.743660|Addr: The Shoppes at Marina Bay Sands #B2-60, 2 Bayfront Ave; Postal: 018972; Coords: 1.283949, 103.858849|Addr: Suntec City Mall #02-321/322, 3 Temasek Boulevard; Postal: 038983; Coords: 1.295749, 103.859711|Addr: Wheelock Place #02-21/22, 501 Orchard Road; Postal: 238880; Coords: 1.304718, 103.830727",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_125049.jpg,0,0,2015-07-31 T23:59:59,CITI_125049,212_CITI_125049,EpiCentre,0,0,All,General terms and conditions apply,0,0,0,0,Lifestyle & Entertainment,Not available,0,0
212_124995,212,Ermenegildo Zegna,Ermenegildo Zegna,Ermenegildo Zegna is a multinational luxury men's clothing brand...,Ermenegildo Zegna is a multinational luxury men's clothing brand...,0,"Addr: Metro Paragon #02-28, 290 Orchard Rd; Postal: 238859; Coords: 1.304510, 103.836182|Addr: Robinsons Jem® #01-07/13, 50 Jurong Gateway Road; Postal: 608549; Coords: 1.333066, 103.743660|Addr: Robinsons Orchard, 260 Orchard Road; Postal: 238855; Coords: 1.302962, 103.837189|Addr: Robinsons Raffles City #03-01, 252 North Bridge Rd; Postal: 179103; Coords: 1.293906, 103.853348|Addr: Takashimaya D.S., 391 Orchard Road; Postal: 238873; Coords: 1.302707, 103.834290|Addr: TANGS Orchard, 310 Orchard Road; Postal: 238864; Coords: 1.305029, 103.833084|Addr: TANGS VivoCity #01-187, 1 Harbourfront Walk; Postal: 098585; Coords: 1.264867, 103.822357",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_124995.jpg,0,0,2015-07-31 T23:59:59,CITI_124995,212_CITI_124995,Ermenegildo Zegna,0,0,All,Limited to one gift per customer.,0,0,0,0,Shopping,Not available,0,0
212_124819,212,Evisu,Evisu,"Citibank Rewards Card:","Citibank Rewards Card:",0,"Addr: #02-19 Paragon, 290 Orchard Road; Postal: 238859; Coords: 1.304510, 103.836182|Addr: #B2-110, The Shoppes at Marina Bay Sands, 10 Bayfront Avenue; Postal: 018957; Coords: 1.282275, 103.858322",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_124819.jpg,0,0,2015-07-31 T23:59:59,CITI_124819,212_CITI_124819,Evisu,0,0,All,Offer valid on selected items only.,0,0,0,0,Shopping,Not available,0,0
212_123589,212,Fremantle Seafood Market,Fremantle Seafood Market,10% off total bill with a min. spend of SGD80,10% off total bill with a min. spend of SGD80,0,"Addr: 3E River Valley Road, #01-05/06 Traders' Market; Postal: 179024; Coords: 1.290668, 103.846207",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_123589.jpg,0,0,2015-12-31 T23:59:59,CITI_123589,212_CITI_123589,Fremantle Seafood Market,0,0,All,"Not valid on eve of and on public holidays and special occasions (Valentine's Day, Mother's Day and Father's Day).",0,0,0,0,Dining,Not available,0,0
212_125115,212,GAIA at MothersWork,GAIA at MothersWork,Complimentary pair of JFlex kids polarised sunglasses (worth...,Complimentary pair of JFlex kids polarised sunglasses (worth...,0,"Addr: I12 Katong #03-33, 112 East Coast Road; Postal: 428802; Coords: 1.305465, 103.904816|Addr: The Shoppes at Marina Bay Sands #B1-58, 2 Bayfront Avenue; Postal: 018972; Coords: 1.283949, 103.858849|Addr: Tanglin Mall #03-11C and #02-33, 163 Tanglin Rd; Postal: 247933; Coords: 1.306682, 103.827133",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_125115.jpg,0,0,2015-07-31 T23:59:59,CITI_125115,212_CITI_125115,GAIA at MothersWork,0,0,All,General terms and conditions apply,0,0,0,0,Shopping,Not available,0,0
212_92757,212,Gangnam Style Restaurant,Gangnam Style Restaurant,15% off on the food bill for Platinum cards and above,15% off on the food bill for Platinum cards and above,0,"Addr: 396 Upper Bukit Timah Road, The Rail Mall; Postal: 678048; Coords: 1.358335, 103.767670",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/,0,0,2015-12-31 T23:59:59,CITI_92757,212_CITI_92757,Gangnam Style Restaurant,0,0,All,Terms and Conditions Apply.,0,0,0,0,Dining,Not available,0,0
212_122537,212,"Grand Shanghai, Grand Copthorne Waterfront","Grand Shanghai, Grand Copthorne Waterfront",15% off a la carte orders,15% off a la carte orders,0,"Addr: 392 Havelock Road; Postal: 169663; Coords: 1.290300, 103.835175",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_122537.jpg,0,0,2015-12-31 T23:59:59,CITI_122537,212_CITI_122537,"Grand Shanghai, Grand Copthorne Waterfront",0,0,All,"- Not valid for functions, banquets or catering functions. 
- Not valid with other promotions, discount cards, promotional vouchers and in-house offer discount cards.",0,0,0,0,Dining,Not available,0,0
212_120879,212,"Gravity Bar, Carlton Hotel Singapore","Gravity Bar, Carlton Hotel Singapore",15% off total bill with minimum spend of SGD50,15% off total bill with minimum spend of SGD50,0,"Addr: 76 Bras Basah Road; Postal: 189558; Coords: 1.295621, 103.852707",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120879.jpg,0,0,2015-12-31 T23:59:59,CITI_120879,212_CITI_120879,"Gravity Bar, Carlton Hotel Singapore",0,0,All,General terms and conditions apply.,0,0,0,0,Dining,Not available,0,0
212_120899,212,"Hai Tien Lo, Pan Pacific Singapore","Hai Tien Lo, Pan Pacific Singapore",10% off a la carte food bill (excluding takeaways and set menu),10% off a la carte food bill (excluding takeaways and set menu),0,"Addr: 7 Raffles Boulevard; Postal: 039595; Coords: 1.291820, 103.858620",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120899.jpg,0,0,2015-12-29 T23:59:59,CITI_120899,212_CITI_120899,"Hai Tien Lo, Pan Pacific Singapore",0,0,All,General terms and conditions apply.,0,0,0,0,Dining,Not available,0,0
212_124895,212,Harley-Davidson®,Harley-Davidson®,10% off regularpriced apparel and accessories,10% off regularpriced apparel and accessories,0,"Addr: 253 Alexandra Road: Komoco Motorcycles Pte Ltd, 253 Alexandra Road #01-04; Postal: 159936; Coords: 1.292095, 103.810028|Addr: Takashimaya: Takashimaya Shopping Centre, Orchard Road, #B1-30; Postal: 238873; Coords: 1.307820, 103.796860|Addr: The Shoppes at Marina Bay Sands, #01-65; Postal: 018956; Coords: 1.283186, 103.860069",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_124895.jpg,0,0,2015-12-31 T23:59:59,CITI_124895,212_CITI_124895,Harley-Davidson®,0,0,All,Valid only for MotorClothes division.,0,0,0,0,Shopping,Not available,0,0
212_111461,212,Headline Seoul,Headline Seoul,For Citibank Rewards Cardmembers: ,For Citibank Rewards Cardmembers: ,0,"Addr: 501 Orchard Road, Wheelock Place #B2-09/10; Postal: 238880; Coords: 1.300741, 103.839653",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/,0,0,2015-08-31 T23:59:59,CITI_111461,212_CITI_111461,Headline Seoul,0,0,All,"- ""Promotion"" refers to the 'Citibank Cards - Headline Seoul Year Long Promotion Sep 2014 to Aug 2015'.
- The qualifying period for this Promotion is from 1 Sep 2014 to 31 Aug 2015, midnight to midnight, both days inclusive (""Qualifying Period"").
- This promotion is valid for all Citibank Credit, Debit or Ready Credit cards issued in Singapore only.
- Citibank Rewards Credit cardmembers can redeem a SDG50 Headline Seoul gift voucher with a minimum spend of SDG160 at Headline Seoul during the qualifying period.
- All other Citibank Credit, Debit and Ready Credit cardmembers (ex. Citibank Rewards Cardmembers) can redeem a SDG50 Headline Seoul gift voucher with a minimum spend of SDG180 at Headline Seoul during the qualifying period.
- All Citibank cardmembers must pay with their Citibank Credit, Debit or Ready Credit Card (issued in Singapore) to avail the promotion.
- This promotion is not refundable or exchangeable for cash or other reward items from Citibank.
- Citibank is not a supplier of the product/service redeemed and will not accept any liability in relation thereto.
- Citibank shall not be responsible for the quality, merchantability or the fitness for any purpose or any other aspect of the products and/or services provided by third parties. - Notwithstanding anything herein, Citibank shall not at any time be responsible or held liable for any loss, injury, damage or harm suffered by or in connection with the products and/or services provided by third parties.
- Citibank reserves the right to vary, delete or add to any of these terms and conditions from time to time at its discretion. These terms and conditions prevail over the contents of any brochure or other promotional material advertising the 'Citibank Cards - Headline Seoul Year Long Promotion Sep 2014 to Aug 2015'.
- ""Citibank"" means Citibank Singapore Limited.",0,0,0,0,Shopping,Not available,0,0
212_125099,212,Holland & Barrett,Holland & Barrett,10% off Tom Oliver The Omega 3 MOPL™ (U.P. SGD59.90 for 30...,10% off Tom Oliver The Omega 3 MOPL™ (U.P. SGD59.90 for 30...,0,"Addr: 313@Somerset #B3-08, 313 Orchard Road; Postal: 238895; Coords: 1.301259, 103.838562|Addr: Alexandra Retail Centre #02-03, 460 Alexandra Road; Postal: 119963; Coords: 1.273644, 103.801590|Addr: Ang Mo Kio Hub #B2-16, 53 Ang Mo Kio Avenue 3; Postal: 569933; Coords: 1.369017, 103.848122|Addr: Bedok Mall #B2-58, 311 New Upper Changi Road; Postal: 467360; Coords: 1.324427, 103.931023|Addr: Bukit Panjang Plaza #01-12, 1 Jelebu Road; Postal: 677743; Coords: 1.379962, 103.764153|Addr: Chinatown Point #B1-35, 133 New Bridge Road; Postal: 059413; Coords: 1.285362, 103.845024|Addr: CityLink Mall #B1-51, 1 Raffles Link; Postal: 039393; Coords: 1.292005, 103.855896|Addr: City Square Mall #B1-12A, 180 Kitchener Road; Postal: 208539; Coords: 1.311387, 103.856606|Addr: Hougang Mall #B1-04, 90 Hougang Ave 10; Postal: 538766; Coords: 1.308273, 103.794327|Addr: Holland Rd S.C. #02-03, 211 Holland Avenue; Postal: 278967; Coords: 1.310177, 103.795311|Addr: IMM #01-52, 2 Jurong East Street 2; Postal: 609601; Coords: 1.340826, 103.962486|Addr: JCube #B1-13, 2 Jurong East Central 1; Postal: 609731; Coords: 1.333520, 103.740280|Addr: JEM #B1-23, 50 Jurong Gateway Road; Postal: 579837; Coords: 1.333066, 103.743660|Addr: Junction 8 #B1-16, 9 Bishan Place; Postal: 579837; Coords: 1.360442, 103.852234|Addr: Jurong Point #B1-29/30, 1 Jurong West Central 2; Postal: 648886; Coords: 1.339563, 103.705750|Addr: Liang Court #01-17, 177 River Valley Road; Postal: 179030; Coords: 1.291532, 103.844612|Addr: Marina Square #02-213, 6 Raffles Boulevard; Postal: 039594; Coords: 1.290989, 103.857422|Addr: Nex #02-51, 23 Serangoon Central; Postal: 556083; Coords: 1.350331, 103.873146|Addr: One KM #B1-35, 11 Tanjong Katong Road; Postal: 437157; Coords: 1.314957, 103.894745|Addr: Orchard Gateway #B2-19, 277 Orchard Road; Postal: 238858; Coords: 1.300542, 103.839195|Addr: Plaza Singapura #B2-11, 68 Orchard Road; Postal: 238839; Coords: 1.300614, 103.845108|Addr: Raffles City #B2-13/14, 252 North Bridge Road; Postal: 179103; Coords: 1.293906, 103.853348|Addr: Tampines 1 #B1-04, 10 Tampines Central 1; Postal: 529536; Coords: 1.354392, 103.945206|Addr: Thomson Plaza #03-33A, 301 Upper Thomson Road; Postal: 574408; Coords: 1.354637, 103.830933|Addr: Tiong Bahru Plaza #B1-10, 302 Tiong Bahru Road; Postal: 168732; Coords: 1.286145, 103.827339|Addr: United Square #B1-68/69, 101 Thomson Road; Postal: 307591; Coords: 1.317725, 103.843491|Addr: VivoCity #B2-27A, 1 Harbourfront Walk; Postal: 098585; Coords: 1.264867, 103.822357|Addr: White Sands #B1-11, 1 Pasir Ris Central Street 3; Postal: 518457; Coords: 1.372466, 103.949768|Addr: Wisma Atria #B1-47, 435 Orchard Road; Postal: 238877; Coords: 1.303554, 103.833092",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_125099.jpg,0,0,2015-07-31 T23:59:59,CITI_125099,212_CITI_125099,Holland & Barrett,0,0,All,Valid at all Holland & Barrett outlets.,0,0,0,0,Lifestyle & Entertainment,Not available,0,0
212_123591,212,Hot Stones Steak and Seafood,Hot Stones Steak and Seafood,10% off total bill with a min. spend of SGD80,10% off total bill with a min. spend of SGD80,0,"Addr: 3D River Valley Road, #01-06 Shophouse Row; Postal: 179023; Coords: 1.289943, 103.845711",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_123591.jpg,0,0,2015-12-31 T23:59:59,CITI_123591,212_CITI_123591,Hot Stones Steak and Seafood,0,0,All,"Not valid on eve of and on public holidays and special occasions (Valentine's Day, Mother's Day and Father's Day).",0,0,0,0,Dining,Not available,0,0
212_122541,212,"Hua Ting, Orchard Hotel","Hua Ting, Orchard Hotel",20% off total food bill for a la carte orders,20% off total food bill for a la carte orders,0,"Addr: 442 Orchard Road; Postal: 238879; Coords: 1.307644, 103.828537",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_122541.jpg,0,0,2015-12-31 T23:59:59,CITI_122541,212_CITI_122541,"Hua Ting, Orchard Hotel",0,0,All,"- Not valid for functions, banquets or catering functions. 
- Not valid with other promotions, discount cards, promotional vouchers and in-house offer discount cards.",0,0,0,0,Dining,Not available,0,0
212_124847,212,Hue,Hue,"Up to 70% off selected items","Up to 70% off selected items",0,"Addr: Millenia Walk #01-31, 9 Raffles Boulevard; Postal: 039595; Coords: 1.291601, 103.860168|Addr: Raffles City S.C. #02-30, 252 North Bridge Road; Postal: 179104; Coords: 1.293906, 103.853348",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_124847.jpg,0,0,2015-07-31 T23:59:59,CITI_124847,212_CITI_124847,hue,0,0,All,- Valid on selected items only.,0,0,0,0,Shopping,Not available,0,0
212_120155,212,IKKI Izakaya,IKKI Izakaya,10% off total bill with minimum spend of SGD80,10% off total bill with minimum spend of SGD80,0,"Addr: 9 North Buona Vista Drive #01-06/07; Postal: 138588; Coords: 1.306348, 103.791153",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120155.jpg,0,0,2015-07-30 T23:59:59,CITI_120155,212_CITI_120155,IKKI Izakaya,0,0,All,"- Not valid with other promotions, discount cards and promotional vouchers.
- Not valid on Mother's Day, Father's Day and on the eve of and on Public Holidays unless otherwise stated.",0,0,0,0,Dining,Not available,0,0
212_126017,212,in ITALY Bar Ristorante,in ITALY Bar Ristorante,20% off total bill,20% off total bill,0,"Addr: 38 Craig Road; Postal: 089676; Coords: 1.278308, 103.841965",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_126017.jpg,0,0,2016-05-31 T23:59:59,CITI_126017,212_CITI_126017,in ITALY Bar Ristorante,0,0,All,"- Not applicable to alcoholic beverages.
- Not valid for dinner on Friday and Saturday.
- Not valid on the Eve of and on Public Holidays and other special occasions.
- Not valid for set lunch and other promotions.",0,0,0,0,Dining,Not available,0,0
212_120151,212,InterContinental Singapore,InterContinental Singapore,"Man Fu Yuan, Lobby Lounge and Victoria Bar","Man Fu Yuan, Lobby Lounge and Victoria Bar",0,"Addr: 80 Middle Road; Postal: 188966; Coords: 1.299430, 103.855667",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120151.jpg,0,0,2015-12-31 T23:59:59,CITI_120151,212_CITI_120151,InterContinental Singapore,0,0,All,"- Offer valid when payment is made with a Citibank Credit or Debit card.
- Not valid with any other promotions, offers, discounts or privileges.
- Not valid on the eve of and on public holidays, and special occasions unless otherwise stated.
- Please call +65 6825 1008 or email intercontinental.dining@ihg.com for reservations or enquiries.",0,0,0,0,Dining,Not available,0,0
212_122545,212,"Intermezzo Bar, Orchard Hotel","Intermezzo Bar, Orchard Hotel",15% off house pour and beer,15% off house pour and beer,0,"Addr: 442 Orchard Road; Postal: 238879; Coords: 1.307644, 103.828537",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_122545.jpg,0,0,2015-12-31 T23:59:59,CITI_122545,212_CITI_122545,"Intermezzo Bar, Orchard Hotel",0,0,All,"- Not valid for functions, banquets or catering functions. 
- Not valid with other promotions, discount cards, promotional vouchers and in-house offer discount cards.",0,0,0,0,Dining,Not available,0,0
212_120875,212,Island Cuisine,Island Cuisine,10% off total bill,10% off total bill,0,"Addr: 80 Silosa Road; Postal: 098969; Coords: 1.258124, 103.811539",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120875.jpg,0,0,2016-02-29 T23:59:59,CITI_120875,212_CITI_120875,Island Cuisine,0,0,All,General terms and conditions apply.,0,0,0,0,Dining,Not available,0,0
212_125017,212,Issey Miyake,Issey Miyake,Complimentary 2 additional bathline with every SGD160 spent on...,Complimentary 2 additional bathline with every SGD160 spent on...,0,"Addr: TANGS Orchard, 310 Orchard Road; Postal: 238864; Coords: 1.305029, 103.833084|Addr: TANGS VivoCity #01-187, 1 Harbourfront Walk; Postal: 098585; Coords: 1.264867, 103.822357",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/,0,0,2015-07-31 T23:59:59,CITI_125017,212_CITI_125017,Issey Miyake,0,0,All,General terms and conditions apply,0,0,0,0,Shopping,Not available,0,0
212_120147,212,Ito-Kacho,Ito-Kacho,"For Citibank PremierMiles, Prestige and ULTIMA Cardmembers:","For Citibank PremierMiles, Prestige and ULTIMA Cardmembers:",0,"Addr: 333A Orchard Road, #04-08 Mandarin Gallery; Postal: 238897; Coords: 1.302138, 103.836502",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_120147.jpg,0,0,2015-12-31 T23:59:59,CITI_120147,212_CITI_120147,Ito-Kacho,0,0,All,Valid for a la carte food menu items only. Valid for dine-in only.,0,0,0,0,Dining,Not available,0,0
212_122551,212,"J Bar, M Hotel","J Bar, M Hotel",18% off total bill (Monday and Saturday),18% off total bill (Monday and Saturday),0,"Addr: 81 Anson Road; Postal: 079908; Coords: 1.273935, 103.845123",None,http://www.citiworldprivileges.com/sg/search/?ot_page=&country=SG&city=&offer_type=&offer_sub_type=&keyword=,http://www.citiworldprivileges.com/data/images/offer_details/desktop/offer_merc_image_122551.jpg,0,0,2015-12-31 T23:59:59,CITI_122551,212_CITI_122551,"J Bar, M Hotel",0,0,All,"- Not valid for functions, banquets or catering functions. 
- Not valid with other promotions, discount cards, promotional vouchers and in-house offer discount cards.",0,0,0,0,Dining,Not available,0,0
